Код основного товара,Группа,Ед.изм.,Поставщик,Описание товара,Характеристика:цвет,Характеристика:размер,Наименование модификации,Код модификации,Штрихкод по умолчанию,Остаток,Цена продажи,Наименование основного товара,Артикул,material,uteplitel,podkladka,siluet,dlina_izdeliya,rukav,dlina_rukava,zastezhka,kapushon,vorotnik,poyas,karmany,koketka,uhod
"25874","Женские пальто","шт","","Наиболее выигрышные сочетания: оттенки лилового, фиолетового, сиреневого; пыльная роза, бордо, зеленый, светлый изумруд, хаки, светло-бежевый, горчичный. В аксессуарах можно использовать смелый принт. 
Такой оттенок особенно подойдет обладательницам цветотипов «весна» и «осень».","Болотный 146106","42","Пальто: К543-10 (Болотный 146106, 42)","0004910","2000000126661","0","8900","Пальто: К543-10","К543-10","","","","","","","","","","","","","",""
"25874","Женские пальто","шт","","Наиболее выигрышные сочетания: оттенки лилового, фиолетового, сиреневого; пыльная роза, бордо, зеленый, светлый изумруд, хаки, светло-бежевый, горчичный. В аксессуарах можно использовать смелый принт. 
Такой оттенок особенно подойдет обладательницам цветотипов «весна» и «осень».","Болотный 146106","44","Пальто: К543-10 (Болотный 146106, 44)","0004911","2000000126678","0","8900","Пальто: К543-10","К543-10","","","","","","","","","","","","","",""
"25874","Женские пальто","шт","","Наиболее выигрышные сочетания: оттенки лилового, фиолетового, сиреневого; пыльная роза, бордо, зеленый, светлый изумруд, хаки, светло-бежевый, горчичный. В аксессуарах можно использовать смелый принт. 
Такой оттенок особенно подойдет обладательницам цветотипов «весна» и «осень».","Болотный 146106","46","Пальто: К543-10 (Болотный 146106, 46)","0004912","2000000126685","3","8900","Пальто: К543-10","К543-10","","","","","","","","","","","","","",""
"25874","Женские пальто","шт","","Наиболее выигрышные сочетания: оттенки лилового, фиолетового, сиреневого; пыльная роза, бордо, зеленый, светлый изумруд, хаки, светло-бежевый, горчичный. В аксессуарах можно использовать смелый принт. 
Такой оттенок особенно подойдет обладательницам цветотипов «весна» и «осень».","Болотный 146106","48","Пальто: К543-10 (Болотный 146106, 48)","0004913","2000000126692","3","8900","Пальто: К543-10","К543-10","","","","","","","","","","","","","",""
"25874","Женские пальто","шт","","Наиболее выигрышные сочетания: кофейные оттенки, все оттенки синего, благородный бордо, близкие к изумрудному тону; оранжевые и розовые оттенки (например, лососевый) — в виде яркого акцента; классические черный, белый и серый.
Такой оттенок зеленого особенно подойдет обладательницам цветотипов «зима» и «осень».","Зеленый 146809","38","Пальто: К543-10 (Зеленый 146809, 38)","0004914","2000000126708","0","8900","Пальто: К543-10","К543-10","","","","","","","","","","","","","",""
"25874","Женские пальто","шт","","Наиболее выигрышные сочетания: кофейные оттенки, все оттенки синего, благородный бордо, близкие к изумрудному тону; оранжевые и розовые оттенки (например, лососевый) — в виде яркого акцента; классические черный, белый и серый.
Такой оттенок зеленого особенно подойдет обладательницам цветотипов «зима» и «осень».","Зеленый 146809","40","Пальто: К543-10 (Зеленый 146809, 40)","0004915","2000000126715","0","8900","Пальто: К543-10","К543-10","","","","","","","","","","","","","",""
"25874","Женские пальто","шт","","Наиболее выигрышные сочетания: кофейные оттенки, все оттенки синего, благородный бордо, близкие к изумрудному тону; оранжевые и розовые оттенки (например, лососевый) — в виде яркого акцента; классические черный, белый и серый.
Такой оттенок зеленого особенно подойдет обладательницам цветотипов «зима» и «осень».","Зеленый 146809","42","Пальто: К543-10 (Зеленый 146809, 42)","0004916","2000000126722","0","8900","Пальто: К543-10","К543-10","","","","","","","","","","","","","",""
"25874","Женские пальто","шт","","Наиболее выигрышные сочетания: кофейные оттенки, все оттенки синего, благородный бордо, близкие к изумрудному тону; оранжевые и розовые оттенки (например, лососевый) — в виде яркого акцента; классические черный, белый и серый.
Такой оттенок зеленого особенно подойдет обладательницам цветотипов «зима» и «осень».","Зеленый 146809","44","Пальто: К543-10 (Зеленый 146809, 44)","0004917","2000000126739","0","8900","Пальто: К543-10","К543-10","","","","","","","","","","","","","",""
"25874","Женские пальто","шт","","Наиболее выигрышные сочетания: кофейные оттенки, все оттенки синего, благородный бордо, близкие к изумрудному тону; оранжевые и розовые оттенки (например, лососевый) — в виде яркого акцента; классические черный, белый и серый.
Такой оттенок зеленого особенно подойдет обладательницам цветотипов «зима» и «осень».","Зеленый 146809","46","Пальто: К543-10 (Зеленый 146809, 46)","0004918","2000000126746","0","8900","Пальто: К543-10","К543-10","","","","","","","","","","","","","",""
"25874","Женские пальто","шт","","Наиболее выигрышные сочетания: кофейные оттенки, все оттенки синего, благородный бордо, близкие к изумрудному тону; оранжевые и розовые оттенки (например, лососевый) — в виде яркого акцента; классические черный, белый и серый.
Такой оттенок зеленого особенно подойдет обладательницам цветотипов «зима» и «осень».","Зеленый 146809","48","Пальто: К543-10 (Зеленый 146809, 48)","0004919","2000000126753","1","8900","Пальто: К543-10","К543-10","","","","","","","","","","","","","",""
"25874","Женские пальто","шт","","Серый — универсальный цвет, к которому лучше подбирать что-то не слишком насыщенное, например, светло-розовый или пыльно-розовый, бледно-лиловый, мягкие оттенки желтого или бирюзового, неяркий мятный, приглушенно-голубой или нежно-зеленый. К темной вариации серого также можно подобрать что-то более насыщенное: например, темно-синий или бордо.
Такой оттенок серого подойдет обладательницам любого цветотипа, но особенно «зимним» девушкам.","Серый s-62","38","Пальто: К543-10 (Серый s-62, 38)","0004920","2000000126760","0","8900","Пальто: К543-10","К543-10","","","","","","","","","","","","","",""
"25874","Женские пальто","шт","","Серый — универсальный цвет, к которому лучше подбирать что-то не слишком насыщенное, например, светло-розовый или пыльно-розовый, бледно-лиловый, мягкие оттенки желтого или бирюзового, неяркий мятный, приглушенно-голубой или нежно-зеленый. К темной вариации серого также можно подобрать что-то более насыщенное: например, темно-синий или бордо.
Такой оттенок серого подойдет обладательницам любого цветотипа, но особенно «зимним» девушкам.","Серый s-62","40","Пальто: К543-10 (Серый s-62, 40)","0004921","2000000126777","0","8900","Пальто: К543-10","К543-10","","","","","","","","","","","","","",""
"25874","Женские пальто","шт","","Серый — универсальный цвет, к которому лучше подбирать что-то не слишком насыщенное, например, светло-розовый или пыльно-розовый, бледно-лиловый, мягкие оттенки желтого или бирюзового, неяркий мятный, приглушенно-голубой или нежно-зеленый. К темной вариации серого также можно подобрать что-то более насыщенное: например, темно-синий или бордо.
Такой оттенок серого подойдет обладательницам любого цветотипа, но особенно «зимним» девушкам.","Серый s-62","42","Пальто: К543-10 (Серый s-62, 42)","0004922","2000000126784","0","8900","Пальто: К543-10","К543-10","","","","","","","","","","","","","",""
"25874","Женские пальто","шт","","Серый — универсальный цвет, к которому лучше подбирать что-то не слишком насыщенное, например, светло-розовый или пыльно-розовый, бледно-лиловый, мягкие оттенки желтого или бирюзового, неяркий мятный, приглушенно-голубой или нежно-зеленый. К темной вариации серого также можно подобрать что-то более насыщенное: например, темно-синий или бордо.
Такой оттенок серого подойдет обладательницам любого цветотипа, но особенно «зимним» девушкам.","Серый s-62","44","Пальто: К543-10 (Серый s-62, 44)","0004923","2000000126791","0","8900","Пальто: К543-10","К543-10","","","","","","","","","","","","","",""
"25874","Женские пальто","шт","","Серый — универсальный цвет, к которому лучше подбирать что-то не слишком насыщенное, например, светло-розовый или пыльно-розовый, бледно-лиловый, мягкие оттенки желтого или бирюзового, неяркий мятный, приглушенно-голубой или нежно-зеленый. К темной вариации серого также можно подобрать что-то более насыщенное: например, темно-синий или бордо.
Такой оттенок серого подойдет обладательницам любого цветотипа, но особенно «зимним» девушкам.","Серый s-62","46","Пальто: К543-10 (Серый s-62, 46)","0004924","2000000126807","0","8900","Пальто: К543-10","К543-10","","","","","","","","","","","","","",""
"25874","Женские пальто","шт","","Серый — универсальный цвет, к которому лучше подбирать что-то не слишком насыщенное, например, светло-розовый или пыльно-розовый, бледно-лиловый, мягкие оттенки желтого или бирюзового, неяркий мятный, приглушенно-голубой или нежно-зеленый. К темной вариации серого также можно подобрать что-то более насыщенное: например, темно-синий или бордо.
Такой оттенок серого подойдет обладательницам любого цветотипа, но особенно «зимним» девушкам.","Серый s-62","48","Пальто: К543-10 (Серый s-62, 48)","0004925","2000000126814","0","8900","Пальто: К543-10","К543-10","","","","","","","","","","","","","",""
"25874","Женские пальто","шт","","Черный — универсальный цвет, который можно сочетать практически со всем. Наиболее выигрышно будет смотреться с насыщенными оттенками (красный, фиолетовый, зеленый, желтый, синий и др), а если вы предпочитаете неинтенсивные, более бледные тона, присмотритесь к серому пальто. Выбирая аксессуары, подбирайте их между собой: они не должны быть одного тона (теперь это моветон), выбирайте сочетающиеся между собой или близкие друг другу оттенки.","Черный","38","Пальто: К543-10 (Черный, 38)","0004926","2000000126821","1","8900","Пальто: К543-10","К543-10","","","","","","","","","","","","","",""
"25874","Женские пальто","шт","","Черный — универсальный цвет, который можно сочетать практически со всем. Наиболее выигрышно будет смотреться с насыщенными оттенками (красный, фиолетовый, зеленый, желтый, синий и др), а если вы предпочитаете неинтенсивные, более бледные тона, присмотритесь к серому пальто. Выбирая аксессуары, подбирайте их между собой: они не должны быть одного тона (теперь это моветон), выбирайте сочетающиеся между собой или близкие друг другу оттенки.","Черный","40","Пальто: К543-10 (Черный, 40)","0004927","2000000126838","0","8900","Пальто: К543-10","К543-10","","","","","","","","","","","","","",""
"25874","Женские пальто","шт","","Черный — универсальный цвет, который можно сочетать практически со всем. Наиболее выигрышно будет смотреться с насыщенными оттенками (красный, фиолетовый, зеленый, желтый, синий и др), а если вы предпочитаете неинтенсивные, более бледные тона, присмотритесь к серому пальто. Выбирая аксессуары, подбирайте их между собой: они не должны быть одного тона (теперь это моветон), выбирайте сочетающиеся между собой или близкие друг другу оттенки.","Черный","42","Пальто: К543-10 (Черный, 42)","0004928","2000000126845","0","8900","Пальто: К543-10","К543-10","","","","","","","","","","","","","",""
"25874","Женские пальто","шт","","Черный — универсальный цвет, который можно сочетать практически со всем. Наиболее выигрышно будет смотреться с насыщенными оттенками (красный, фиолетовый, зеленый, желтый, синий и др), а если вы предпочитаете неинтенсивные, более бледные тона, присмотритесь к серому пальто. Выбирая аксессуары, подбирайте их между собой: они не должны быть одного тона (теперь это моветон), выбирайте сочетающиеся между собой или близкие друг другу оттенки.","Черный","44","Пальто: К543-10 (Черный, 44)","0004929","2000000126852","0","8900","Пальто: К543-10","К543-10","","","","","","","","","","","","","",""
"25874","Женские пальто","шт","","Черный — универсальный цвет, который можно сочетать практически со всем. Наиболее выигрышно будет смотреться с насыщенными оттенками (красный, фиолетовый, зеленый, желтый, синий и др), а если вы предпочитаете неинтенсивные, более бледные тона, присмотритесь к серому пальто. Выбирая аксессуары, подбирайте их между собой: они не должны быть одного тона (теперь это моветон), выбирайте сочетающиеся между собой или близкие друг другу оттенки.","Черный","46","Пальто: К543-10 (Черный, 46)","0004930","2000000126869","1","8900","Пальто: К543-10","К543-10","","","","","","","","","","","","","",""
"25874","Женские пальто","шт","","Черный — универсальный цвет, который можно сочетать практически со всем. Наиболее выигрышно будет смотреться с насыщенными оттенками (красный, фиолетовый, зеленый, желтый, синий и др), а если вы предпочитаете неинтенсивные, более бледные тона, присмотритесь к серому пальто. Выбирая аксессуары, подбирайте их между собой: они не должны быть одного тона (теперь это моветон), выбирайте сочетающиеся между собой или близкие друг другу оттенки.","Черный","48","Пальто: К543-10 (Черный, 48)","0004931","2000000126876","1","8900","Пальто: К543-10","К543-10","","","","","","","","","","","","","",""
"25595","Женские пальто","шт","","Пальто А-силуэта — это отличный фасон, который подходит абсолютно всем типам фигуры. Красивый женственный силуэт скрывает лишнее у девушек с формами, но в то же время не делает худеньких тощими. Пояс дополнительно подчеркнет талию, а воротник уравновесит беда и плечи.","","","","25595","","0","0","Пальто: Л001-10","Л001-10","60% Шерсть / 40% Полиэстер","Нет","50% Вискоза / 50% Полиэстер","А-силуэт","115см","Вточной","1/1 (63см)","Пуговицы","Нет","Шалька","Есть","Есть","Нет","Химчистка"
"25595","Женские пальто","шт","","","Бежевый","42","Пальто: Л001-10 (Бежевый, 42)","03071","2000000105284","0","8500","Пальто: Л001-10","Л001-10","","","","","","","","","","","","","",""
"25595","Женские пальто","шт","","","Бежевый","44","Пальто: Л001-10 (Бежевый, 44)","03072","2000000105291","0","8500","Пальто: Л001-10","Л001-10","","","","","","","","","","","","","",""
"25595","Женские пальто","шт","","","Бежевый","46","Пальто: Л001-10 (Бежевый, 46)","03073","2000000105307","0","8500","Пальто: Л001-10","Л001-10","","","","","","","","","","","","","",""
"25595","Женские пальто","шт","","","Черный","42","Пальто: Л001-10 (Черный, 42)","03074","2000000105314","0","8500","Пальто: Л001-10","Л001-10","","","","","","","","","","","","","",""
"25595","Женские пальто","шт","","","Черный","44","Пальто: Л001-10 (Черный, 44)","03075","2000000105321","0","8500","Пальто: Л001-10","Л001-10","","","","","","","","","","","","","",""
"25595","Женские пальто","шт","","","Черный","46","Пальто: Л001-10 (Черный, 46)","03076","2000000105338","0","8500","Пальто: Л001-10","Л001-10","","","","","","","","","","","","","",""
"25910","Женские пальто","шт","","","","","","25910","","0","0","Пальто: К524","К524","60% Шерсть / 40% Полиэстер","Нет","50% Вискоза / 50% Полиэстер","Приталенный","90см","Вточной","1/1 (63см)","Пуговицы","Нет","Стойка","Есть","Есть","Нет","Химчистка"
"25910","Женские пальто","шт","","","Красный 144493","38","Пальто: К524 (Красный 144493, 38)","0005385","2000000131900","0","8600","Пальто: К524","К524","","","","","","","","","","","","","",""
"25910","Женские пальто","шт","","","Красный 144493","40","Пальто: К524 (Красный 144493, 40)","0005386","2000000131917","2","8600","Пальто: К524","К524","","","","","","","","","","","","","",""
"25910","Женские пальто","шт","","","Красный 144493","42","Пальто: К524 (Красный 144493, 42)","0005387","2000000131924","2","8600","Пальто: К524","К524","","","","","","","","","","","","","",""
"25910","Женские пальто","шт","","","Красный 144493","44","Пальто: К524 (Красный 144493, 44)","0005388","2000000131931","2","8600","Пальто: К524","К524","","","","","","","","","","","","","",""
"25910","Женские пальто","шт","","","Красный 144493","46","Пальто: К524 (Красный 144493, 46)","0005389","2000000131948","2","8600","Пальто: К524","К524","","","","","","","","","","","","","",""
"25910","Женские пальто","шт","","","Красный 144493","48","Пальто: К524 (Красный 144493, 48)","0005390","2000000131955","0","8600","Пальто: К524","К524","","","","","","","","","","","","","",""
"25910","Женские пальто","шт","","","Марсала 144603","38","Пальто: К524 (Марсала 144603, 38)","0005391","2000000131962","0","8600","Пальто: К524","К524","","","","","","","","","","","","","",""
"25910","Женские пальто","шт","","","Марсала 144603","40","Пальто: К524 (Марсала 144603, 40)","0005392","2000000131979","2","8600","Пальто: К524","К524","","","","","","","","","","","","","",""
"25910","Женские пальто","шт","","","Марсала 144603","42","Пальто: К524 (Марсала 144603, 42)","0005393","2000000131986","1","8600","Пальто: К524","К524","","","","","","","","","","","","","",""
"25910","Женские пальто","шт","","","Марсала 144603","44","Пальто: К524 (Марсала 144603, 44)","0005394","2000000131993","0","8600","Пальто: К524","К524","","","","","","","","","","","","","",""
"25910","Женские пальто","шт","","","Марсала 144603","46","Пальто: К524 (Марсала 144603, 46)","0005395","2000000132006","1","8600","Пальто: К524","К524","","","","","","","","","","","","","",""
"25910","Женские пальто","шт","","","Марсала 144603","48","Пальто: К524 (Марсала 144603, 48)","0005396","2000000132013","0","8600","Пальто: К524","К524","","","","","","","","","","","","","",""
"25910","Женские пальто","шт","","","Синий 145741","38","Пальто: К524 (Синий 145741, 38)","0005397","2000000132020","0","8600","Пальто: К524","К524","","","","","","","","","","","","","",""
"25910","Женские пальто","шт","","","Синий 145741","40","Пальто: К524 (Синий 145741, 40)","0005398","2000000132037","2","8600","Пальто: К524","К524","","","","","","","","","","","","","",""
"25910","Женские пальто","шт","","","Синий 145741","42","Пальто: К524 (Синий 145741, 42)","0005399","2000000132044","1","8600","Пальто: К524","К524","","","","","","","","","","","","","",""
"25910","Женские пальто","шт","","","Синий 145741","44","Пальто: К524 (Синий 145741, 44)","0005400","2000000132051","2","8600","Пальто: К524","К524","","","","","","","","","","","","","",""
"25910","Женские пальто","шт","","","Синий 145741","46","Пальто: К524 (Синий 145741, 46)","0005401","2000000132068","2","8600","Пальто: К524","К524","","","","","","","","","","","","","",""
"25910","Женские пальто","шт","","","Синий 145741","48","Пальто: К524 (Синий 145741, 48)","0005402","2000000132075","0","8600","Пальто: К524","К524","","","","","","","","","","","","","",""
"25910","Женские пальто","шт","","","Темно бежевый 142730","38","Пальто: К524 (Темно бежевый 142730, 38)","0005379","2000000131849","0","8600","Пальто: К524","К524","","","","","","","","","","","","","",""
"25910","Женские пальто","шт","","","Темно бежевый 142730","40","Пальто: К524 (Темно бежевый 142730, 40)","0005380","2000000131856","2","8600","Пальто: К524","К524","","","","","","","","","","","","","",""
"25910","Женские пальто","шт","","","Темно бежевый 142730","42","Пальто: К524 (Темно бежевый 142730, 42)","0005381","2000000131863","2","8600","Пальто: К524","К524","","","","","","","","","","","","","",""
"25910","Женские пальто","шт","","","Темно бежевый 142730","44","Пальто: К524 (Темно бежевый 142730, 44)","0005382","2000000131870","2","8600","Пальто: К524","К524","","","","","","","","","","","","","",""
"25910","Женские пальто","шт","","","Темно бежевый 142730","46","Пальто: К524 (Темно бежевый 142730, 46)","0005383","2000000131887","2","8600","Пальто: К524","К524","","","","","","","","","","","","","",""
"25910","Женские пальто","шт","","","Темно бежевый 142730","48","Пальто: К524 (Темно бежевый 142730, 48)","0005384","2000000131894","0","8600","Пальто: К524","К524","","","","","","","","","","","","","",""
"25910","Женские пальто","шт","","","Черный","38","Пальто: К524 (Черный, 38)","0005403","2000000132082","0","8600","Пальто: К524","К524","","","","","","","","","","","","","",""
"25910","Женские пальто","шт","","","Черный","40","Пальто: К524 (Черный, 40)","0005404","2000000132099","1","8600","Пальто: К524","К524","","","","","","","","","","","","","",""
"25910","Женские пальто","шт","","","Черный","42","Пальто: К524 (Черный, 42)","0005405","2000000132105","2","8600","Пальто: К524","К524","","","","","","","","","","","","","",""
"25910","Женские пальто","шт","","","Черный","44","Пальто: К524 (Черный, 44)","0005406","2000000132112","1","8600","Пальто: К524","К524","","","","","","","","","","","","","",""
"25910","Женские пальто","шт","","","Черный","46","Пальто: К524 (Черный, 46)","0005407","2000000132129","2","8600","Пальто: К524","К524","","","","","","","","","","","","","",""
"25910","Женские пальто","шт","","","Черный","48","Пальто: К524 (Черный, 48)","0005408","2000000132136","0","8600","Пальто: К524","К524","","","","","","","","","","","","","",""
"25544","Женские пальто","шт","","","","","","25544","","0","0","Пальто: К483","К483","65% Шерсть / 35% Полиэстер","Нет","50% Вискоза / 50% Полиэстер","Бойфренд","105см","Летучая мышь","63см с отворотом","Нет","Нет","Английский","Есть","Есть","Нет","Химчистка"
"25544","Женские пальто","шт","","","Розовый 142045","40","Пальто: К483 (Розовый 142045, 40)","03047","2000000105017","0","8500","Пальто: К483","К483","","","","","","","","","","","","","",""
"25544","Женские пальто","шт","","","Розовый 142045","42","Пальто: К483 (Розовый 142045, 42)","03048","2000000105024","0","8500","Пальто: К483","К483","","","","","","","","","","","","","",""
"25544","Женские пальто","шт","","","Розовый 142045","44","Пальто: К483 (Розовый 142045, 44)","03049","2000000105031","0","8500","Пальто: К483","К483","","","","","","","","","","","","","",""
"25544","Женские пальто","шт","","","Розовый 142045","46","Пальто: К483 (Розовый 142045, 46)","03050","2000000105048","0","8500","Пальто: К483","К483","","","","","","","","","","","","","",""
"25544","Женские пальто","шт","","","Зеленый 146809","40","Пальто: К483 (Зеленый 146809, 40)","0005013","2000000127750","0","8500","Пальто: К483","К483","","","","","","","","","","","","","",""
"25544","Женские пальто","шт","","","Зеленый 146809","42","Пальто: К483 (Зеленый 146809, 42)","0005012","2000000127743","0","8500","Пальто: К483","К483","","","","","","","","","","","","","",""
"25544","Женские пальто","шт","","","Зеленый 146809","44","Пальто: К483 (Зеленый 146809, 44)","0005014","2000000127767","0","8500","Пальто: К483","К483","","","","","","","","","","","","","",""
"25544","Женские пальто","шт","","","Марсала 144603","40","Пальто: К483 (Марсала 144603, 40)","0005008","2000000127705","0","8500","Пальто: К483","К483","","","","","","","","","","","","","",""
"25544","Женские пальто","шт","","","Марсала 144603","42","Пальто: К483 (Марсала 144603, 42)","0005011","2000000127736","0","8500","Пальто: К483","К483","","","","","","","","","","","","","",""
"25544","Женские пальто","шт","","","Марсала 144603","44","Пальто: К483 (Марсала 144603, 44)","0005010","2000000127729","0","8500","Пальто: К483","К483","","","","","","","","","","","","","",""
"25544","Женские пальто","шт","","","Хаки 146437","40","Пальто: К483 (Хаки 146437, 40)","0004823","2000000125749","0","8500","Пальто: К483","К483","","","","","","","","","","","","","",""
"25544","Женские пальто","шт","","","Хаки 146437","42","Пальто: К483 (Хаки 146437, 42)","0004824","2000000125756","0","8500","Пальто: К483","К483","","","","","","","","","","","","","",""
"25544","Женские пальто","шт","","","Хаки 146437","44","Пальто: К483 (Хаки 146437, 44)","0004825","2000000125763","0","8500","Пальто: К483","К483","","","","","","","","","","","","","",""
"25544","Женские пальто","шт","","","Бирюзовый 145306","40","Пальто: К483 (Бирюзовый 145306, 40)","02605","2000000100029","0","8500","Пальто: К483","К483","","","","","","","","","","","","","",""
"25544","Женские пальто","шт","","","Бирюзовый 145306","42","Пальто: К483 (Бирюзовый 145306, 42)","02606","2000000100036","0","8500","Пальто: К483","К483","","","","","","","","","","","","","",""
"25544","Женские пальто","шт","","","Бирюзовый 145306","44","Пальто: К483 (Бирюзовый 145306, 44)","02607","2000000100043","0","8500","Пальто: К483","К483","","","","","","","","","","","","","",""
"25544","Женские пальто","шт","","","Бирюзовый 145306","46","Пальто: К483 (Бирюзовый 145306, 46)","02608","2000000100050","0","8500","Пальто: К483","К483","","","","","","","","","","","","","",""
"25544","Женские пальто","шт","","","Бордовый 144579","40","Пальто: К483 (Бордовый 144579, 40)","02609","2000000100067","0","8500","Пальто: К483","К483","","","","","","","","","","","","","",""
"25544","Женские пальто","шт","","","Бордовый 144579","42","Пальто: К483 (Бордовый 144579, 42)","02610","2000000100074","0","8500","Пальто: К483","К483","","","","","","","","","","","","","",""
"25544","Женские пальто","шт","","","Бордовый 144579","44","Пальто: К483 (Бордовый 144579, 44)","02611","2000000100081","0","8500","Пальто: К483","К483","","","","","","","","","","","","","",""
"25544","Женские пальто","шт","","","Бордовый 144579","46","Пальто: К483 (Бордовый 144579, 46)","02612","2000000100098","0","8500","Пальто: К483","К483","","","","","","","","","","","","","",""
"25544","Женские пальто","шт","","","Серый s-62","40","Пальто: К483 (Серый s-62, 40)","02613","2000000100104","0","8500","Пальто: К483","К483","","","","","","","","","","","","","",""
"25544","Женские пальто","шт","","","Серый s-62","42","Пальто: К483 (Серый s-62, 42)","02614","2000000100111","0","8500","Пальто: К483","К483","","","","","","","","","","","","","",""
"25544","Женские пальто","шт","","","Серый s-62","44","Пальто: К483 (Серый s-62, 44)","02615","2000000100128","0","8500","Пальто: К483","К483","","","","","","","","","","","","","",""
"25544","Женские пальто","шт","","","Серый s-62","46","Пальто: К483 (Серый s-62, 46)","02616","2000000100135","0","8500","Пальто: К483","К483","","","","","","","","","","","","","",""
"25596","Женские пальто","шт","","Пальто в стиле boyfriend скроет недостатки фигуры и подчеркнет женственность, ведь нет ничего сексуальнее девушки, одетой в «мужскую» одежду. А объемность этого пальто делает его идеальным для холодного сезона, ведь всегда можно надеть под него что-то теплое и многослойное.","","","","25596","","0","0","Пальто: К510","К510","65% Шерсть / 35% Полиэстер","Нет","50% Вискоза / 50% Полиэстер","Бойфренд","110см","Вточной","68см с отворотом","Молния","Нет","Есть","Есть","Есть","Нет","Химчистка"
"25596","Женские пальто","шт","","Черный — универсальный цвет, который можно сочетать практически со всем. Наиболее выигрышно будет смотреться с насыщенными оттенками (красный, фиолетовый, зеленый, желтый, синий и др), а если вы предпочитаете неинтенсивные, более бледные тона, присмотритесь к серому пальто. Выбирая аксессуары, подбирайте их между собой: они не должны быть одного тона (теперь это моветон), выбирайте сочетающиеся между собой или близкие друг другу оттенки.","Черный","42","Пальто: К510 (Черный, 42)","03173","2000000106595","1","8500","Пальто: К510","К510","","","","","","","","","","","","","",""
"25596","Женские пальто","шт","","Черный — универсальный цвет, который можно сочетать практически со всем. Наиболее выигрышно будет смотреться с насыщенными оттенками (красный, фиолетовый, зеленый, желтый, синий и др), а если вы предпочитаете неинтенсивные, более бледные тона, присмотритесь к серому пальто. Выбирая аксессуары, подбирайте их между собой: они не должны быть одного тона (теперь это моветон), выбирайте сочетающиеся между собой или близкие друг другу оттенки.","Черный","44","Пальто: К510 (Черный, 44)","03174","2000000106601","1","8500","Пальто: К510","К510","","","","","","","","","","","","","",""
"25596","Женские пальто","шт","","Черный — универсальный цвет, который можно сочетать практически со всем. Наиболее выигрышно будет смотреться с насыщенными оттенками (красный, фиолетовый, зеленый, желтый, синий и др), а если вы предпочитаете неинтенсивные, более бледные тона, присмотритесь к серому пальто. Выбирая аксессуары, подбирайте их между собой: они не должны быть одного тона (теперь это моветон), выбирайте сочетающиеся между собой или близкие друг другу оттенки.","Черный","46","Пальто: К510 (Черный, 46)","03175","2000000106618","2","8500","Пальто: К510","К510","","","","","","","","","","","","","",""
"25596","Женские пальто","шт","","Черный — универсальный цвет, который можно сочетать практически со всем. Наиболее выигрышно будет смотреться с насыщенными оттенками (красный, фиолетовый, зеленый, желтый, синий и др), а если вы предпочитаете неинтенсивные, более бледные тона, присмотритесь к серому пальто. Выбирая аксессуары, подбирайте их между собой: они не должны быть одного тона (теперь это моветон), выбирайте сочетающиеся между собой или близкие друг другу оттенки.","Черный","48","Пальто: К510 (Черный, 48)","03176","2000000106625","0","8500","Пальто: К510","К510","","","","","","","","","","","","","",""
"25596","Женские пальто","шт","","Наиболее выигрышные сочетания: светловато-зеленый, базальтово-серый, бирюзово-зеленый, миндальный, терракотовый, серовато-розовый, винный, различные оттенки голубого, светлая сирень, фисташковый, темно-синий, морковно-красный, кирпичный. 
Такой оттенок особенно подойдет обладательницам цветотипов «весна» или «осень».","Бежевый 143073","38","Пальто: К510 (Бежевый 143073, 38)","0003842","2000000114613","1","8500","Пальто: К510","К510","","","","","","","","","","","","","",""
"25596","Женские пальто","шт","","Наиболее выигрышные сочетания: светловато-зеленый, базальтово-серый, бирюзово-зеленый, миндальный, терракотовый, серовато-розовый, винный, различные оттенки голубого, светлая сирень, фисташковый, темно-синий, морковно-красный, кирпичный. 
Такой оттенок особенно подойдет обладательницам цветотипов «весна» или «осень».","Бежевый 143073","40","Пальто: К510 (Бежевый 143073, 40)","0003844","2000000114637","0","8500","Пальто: К510","К510","","","","","","","","","","","","","",""
"25596","Женские пальто","шт","","Наиболее выигрышные сочетания: кофейные оттенки, все оттенки синего, благородный бордо, близкие к изумрудному тону; оранжевые и розовые оттенки (например, лососевый) — в виде яркого акцента; классические черный, белый и серый.
Такой оттенок зеленого особенно подойдет обладательницам цветотипов «зима» и «осень».","Зеленый 146809","38","Пальто: К510 (Зеленый 146809, 38)","0003838","2000000114576","0","8500","Пальто: К510","К510","","","","","","","","","","","","","",""
"25596","Женские пальто","шт","","Наиболее выигрышные сочетания: кофейные оттенки, все оттенки синего, благородный бордо, близкие к изумрудному тону; оранжевые и розовые оттенки (например, лососевый) — в виде яркого акцента; классические черный, белый и серый.
Такой оттенок зеленого особенно подойдет обладательницам цветотипов «зима» и «осень».","Зеленый 146809","40","Пальто: К510 (Зеленый 146809, 40)","0003839","2000000114583","0","8500","Пальто: К510","К510","","","","","","","","","","","","","",""
